name,trip_count,route_count,id,geometry
CS-Doddabele,1,1,yw,POINT (77.47745 12.88897)
CS-Doddakannalli,1,1,rf,POINT (77.69523 12.90727)
CS-Electronic City,1,1,xs,POINT (77.67081 12.84829)
CS-GM Palya,1,1,353,POINT (77.66587 12.97512)
CS-Gnana Bodhini High School,1,1,20n,POINT (77.49488 12.92689)
CS-Gottigere,1,1,18b,POINT (77.58881 12.85618)
CS-HAL ARDC,1,1,34p,POINT (77.68876 12.96235)
CS-HAL Main Gate,5,5,24e,POINT (77.66605 12.95852)
CS-HP Petrol Bunk Coles Road,1,1,35e,POINT (77.6118 12.99667)
CS-Head Start School Kommasandra,2,2,1k5,POINT (77.73498 12.86047)
CS-ISRO Karthik Nagara,1,1,3ju,POINT (77.69507 12.96605)
CS-ISRO Quarters Jalahalli,1,1,3lb,POINT (77.53506 13.04416)
CS-ITPL,5,5,3cm,POINT (77.74669 12.98597)
CS-JINDAL,1,1,2xt,POINT (77.25403 13.22022)
CS-Jnanakshi Vidyaniketan School,2,2,30d,POINT (77.5138 12.9123)
CS-Jnanakshi Vidyaniketan School,2,2,3z,POINT (77.51353 12.91204)
CS-KIMS Makkalakoota,1,1,1v0,POINT (77.5741 12.9564)
CS-KLE Hostel Goraguntepalya,2,1,ii,POINT (77.5356 13.03121)
CS-KLE Society College,2,1,ax,POINT (77.48136 12.96829)
CS-Kangovi PVT LTD Kukkanahalli,2,2,1t4,POINT (77.43828 13.15437)
CS-Kannur Circle,1,1,sk,POINT (77.6547 13.09408)
CS-Kempegowda Institute Nursing Hostel,1,1,3x8,POINT (77.52977 12.90391)
CS-Kendriya Vidyalaya ASC Center,2,2,1e7,POINT (77.61232 12.96701)
CS-Koli Farm Gate,1,1,1d7,POINT (77.58858 12.84146)
CS-Kommaghatta,1,1,40p,POINT (77.46481 12.93025)
CS-Kongovi PVT LTD Peenya,2,2,2j0,POINT (77.51097 13.02156)
CS-Makali,1,1,47d,POINT (77.45335 13.06604)
CS-Malya Adithi School,1,1,ef,POINT (77.58288 13.1022)
CS-Maruthi Mandira,1,1,1m1,POINT (77.53615 12.96771)
CS-NGV Koramangala,1,1,34t,POINT (77.62338 12.94477)
CS-Nanjappa Circle VRP,1,1,1ss,POINT (77.56031 13.06847)
CS-National Games Village Gate,1,1,3hr,POINT (77.62029 12.94905)
CS-PAPAS Trading PVT LTD,1,1,1rs,POINT (77.59408 12.89131)
CS-Park Hotel 1MG,1,1,1z2,POINT (77.61998 12.97399)
CS-Rajanukunte,1,1,44h,POINT (77.5643 13.17329)
CS-Ramakrishna Ashrama,1,1,2wt,POINT (77.56765 12.949)
CS-Ramasandra,1,1,3k8,POINT (77.46782 12.94537)
CS-Sapthagiri Vidya Mandir,1,1,24o,POINT (77.70544 12.90739)
CS-Seetharampalya Metro Station,7,1,499,POINT (77.7089 12.98013)
CS-Shanthinagara Bus Station,2,2,1r7,POINT (77.59223 12.95558)
CS-Shanthinikethana Layout,1,1,2ap,POINT (77.60325 12.88296)
CS-Sony World 80ft Road Koramangala,1,1,yt,POINT (77.6266 12.93745)
CS-TC Palya,1,1,2pr,POINT (77.70038 13.02143)
CS-Thataguni Sai Garden,1,1,tj,POINT (77.51185 12.84329)
CS-Vaiyalikaval Police Station,1,1,2k5,POINT (77.57848 13.00189)
CS-Vidyaniketan School Hebbala,5,5,1ys,POINT (77.59661 13.04756)
CS-Vidyaranyapura,1,1,3qv,POINT (77.56027 13.08396)
CS-Vijayanagara,1,1,215,POINT (77.53758 12.97179)
CS-Yashwanthapura TTMC,1,1,173,POINT (77.55704 13.01789)
CSI Hospital,127,44,1wz,POINT (77.59938 12.98983)
CV Raman Nagara,1,1,1oq,POINT (77.66401 12.98564)
CV Raman Nagara,2,1,434,POINT (77.66382 12.98555)
Cable Factory Ittagallapura,2,1,3oy,POINT (77.54044 13.17404)
Cambridge Public School Yalahanka,1,1,1lm,POINT (77.58942 13.09417)
Canara Bank Begur,48,13,2nm,POINT (77.62516 12.88518)
Canara Bank Begur,7,4,2pg,POINT (77.62508 12.88501)
Canara Bank Hebbala,98,38,2mp,POINT (77.58886 13.03581)
Canara Bank Hebbala,90,33,2tz,POINT (77.58909 13.0357)
Canara Bank Koramangala,30,10,fw,POINT (77.62369 12.93407)
Canara Bank Koramangala,30,4,zs,POINT (77.62426 12.93524)
Canara Bank Millers Road,7,1,1s5,POINT (77.60169 12.99549)
Canara Bank Rajajinagara 1st Block,166,11,2sr,POINT (77.55044 13.00089)
Canara Bank Subramanyanagara,10,1,11o,POINT (77.55996 13.0047)
Canara Bank Subramanyanagara,1,1,1dq,POINT (77.55993 13.00466)
Canara Bank Tannery Road,43,10,339,POINT (77.61245 13.00625)
Canara Bank Tannery Road,43,12,3mi,POINT (77.61238 13.00615)
Canara Bank Vidyaranyapura,6,4,2wz,POINT (77.55609 13.07171)
Cantonment Railway Station,146,48,pj,POINT (77.59712 12.99384)
Cargo Village,16,6,2us,POINT (77.68231 13.19967)
Carmel Convent Jayanagara,15,3,3l6,POINT (77.59724 12.92643)
Carmel Convent Jayanagara,22,5,3ys,POINT (77.59713 12.9268)
Carmelram Gate,17,7,3i1,POINT (77.70399 12.90343)
Carmelram Gate,58,15,wu,POINT (77.70401 12.90352)
Cauvery Bhavana,17,8,24g,POINT (77.58183 12.97438)
Cauvery Bhavana,21,14,jw,POINT (77.58157 12.97372)
Cauvery Nagara,7,1,264,POINT (77.53048 12.99965)
Cauvery Nagara,2,2,3yo,POINT (77.53073 12.99965)
Cauvery Public School Sahakarnagara,1,1,1lh,POINT (77.58162 13.06061)
Center for Learning School Campus Magadi Road,4,1,2it,POINT (77.37505 12.9795)
Center for Learning School Campus Magadi Road,1,1,37u,POINT (77.37505 12.98016)
Central,348,66,1q7,POINT (77.57199 12.99006)
Central,46,16,2ng,POINT (77.57181 12.98984)
Central,277,55,4ao,POINT (77.57204 12.9898)
Central Silk Board,17,2,113,POINT (77.62232 12.91816)
Central Silk Board,3,1,269,POINT (77.62379 12.91756)
Central Silk Board,39,5,26e,POINT (77.62225 12.91721)
Central Silk Board,13,1,27,POINT (77.62215 12.91806)
Central Silk Board,25,3,274,POINT (77.6236 12.91736)
Central Silk Board,84,12,2t3,POINT (77.62355 12.91803)
Central Silk Board,40,5,9t,POINT (77.62452 12.91472)
Central Silk Board,125,17,dq,POINT (77.62177 12.91689)
Chaithanya Samarpan Apartment,34,6,1rc,POINT (77.76208 13.02191)
Chaithanya Samarpan Apartment,37,10,vp,POINT (77.76206 13.0207)
Chakkalatti,12,9,1tx,POINT (77.66836 13.12256)
Chakkalatti,18,10,e,POINT (77.66823 13.12255)
Chamarajapet,1,1,1ga,POINT (77.56705 12.95707)
Chamarajapet,23,10,1r1,POINT (77.56801 12.95714)
Chamarajapet,177,35,3y2,POINT (77.56255 12.96033)
Chamarajapet,1,1,ir,POINT (77.56736 12.95764)
Chamarajapet,35,11,jn,POINT (77.56744 12.95627)
Chambenahalli,19,9,44b,POINT (77.7616 12.87932)
Chambenahalli,67,18,k4,POINT (77.7617 12.8793)
Chamundeshwari Layout,18,4,nb,POINT (77.55949 13.06456)
Chamundeshwari Layout,11,4,ox,POINT (77.55966 13.06488)
Chandapura,1,1,286,POINT (77.7046 12.80275)
Chandapura,22,7,2oa,POINT (77.70512 12.80181)
Chandapura,156,26,35q,POINT (77.70457 12.80258)
Chandapura,4,1,3nt,POINT (77.70476 12.80285)
Chandapura,178,28,4p,POINT (77.7045 12.80227)
Chandapura KEB,36,10,1mb,POINT (77.70598 12.79852)
Chandapura KEB,48,12,478,POINT (77.70605 12.79869)
Chandra Layout,29,13,2jt,POINT (77.52671 12.95925)
Chandra Layout 1st Stage,9,1,375,POINT (77.52244 12.95448)
Chandra Layout Circle,9,4,1jt,POINT (77.5265 12.95815)
Chandra Layout Circle,11,3,3g9,POINT (77.52669 12.95817)
Chandra Public School,7,3,1cy,POINT (77.52963 12.96046)
Chandra Public School,14,6,bw,POINT (77.52954 12.96029)
Chandrappa Circle,5,3,1yr,POINT (77.36962 12.91049)
Chandrappanagara,6,1,1vc,POINT (77.60255 12.9413)
Chandrappanagara,17,3,hi,POINT (77.60247 12.9412)
Chandurayanahalli,3,2,2v8,POINT (77.19669 12.97286)
Channa Nayakanapalya,13,3,2bd,POINT (77.48518 13.04428)
Channadasipalya,63,19,2zh,POINT (77.41485 12.97085)
Channadasipalya,45,8,3fm,POINT (77.4147 12.97091)
Channadevi Agrahara,1,1,16r,POINT (77.45507 13.21878)
Channadevi Agrahara Cross,1,1,1xc,POINT (77.4556 13.2157)
Channammanapalya,3,1,48m,POINT (77.46399 12.7628)
Channappa Circle,3,2,1zi,POINT (77.37336 12.91021)
Channapura Gate,3,2,2gp,POINT (77.86669 13.10304)
Channarayapatna,2,1,1oo,POINT (77.79649 13.24711)
Channarayapatna,1,1,fm,POINT (77.79652 13.24713)
Channarayapatna School,3,2,24n,POINT (77.79694 13.24408)
Channasandra,68,33,1pz,POINT (77.7683 12.98348)
Channasandra,20,5,28k,POINT (77.52139 12.90285)
Channasandra,9,5,2un,POINT (77.52129 12.90285)
Channasandra,2,1,3e1,POINT (77.52134 12.90289)
Channasandra,41,19,3fr,POINT (77.76702 12.98334)
Channasandra Colony,2,1,3dv,POINT (77.51628 12.90335)
Channasandra Colony,17,7,3y0,POINT (77.5164 12.90331)
Channenahalli,45,8,1xb,POINT (77.43037 12.97791)
Channenahalli,63,19,r9,POINT (77.43052 12.97786)
Channenahalli Arch,63,19,2k1,POINT (77.43546 12.97977)
Channenahalli Arch,45,8,34w,POINT (77.43545 12.97987)
Chapparadakallu,2,1,20g,POINT (77.62536 13.27904)
Charls School Toll Gate,22,10,3cr,POINT (77.62099 13.00616)
Charls School Toll Gate,56,22,gn,POINT (77.62084 13.00616)
Chatra (Yeliyuru Gate),5,3,19g,POINT (77.75846 13.27743)
Chatra (Yeliyuru Gate),3,1,1mf,POINT (77.75845 13.27744)
Cheemachanahalli,1,1,1gw,POINT (77.78611 13.21815)
Cheemachanahalli,2,1,2ns,POINT (77.78604 13.21814)
Cheemandahalli,1,1,q6,POINT (77.81171 13.05063)
Cheemandahalli Cross,4,3,48u,POINT (77.81356 13.0449)
Cheemasandra,1,1,25d,POINT (77.86867 13.21365)
Cheemasandra,4,1,2gn,POINT (77.73938 13.04772)
Cheemasandra Gate,77,33,37d,POINT (77.74008 13.03903)
Cheemasandra Gate,39,10,466,POINT (77.74042 13.03878)
Chennathimmana Gollahalli Gate,2,1,1fi,POINT (77.89838 13.14104)
Chikka Adugodi,10,1,2uq,POINT (77.60939 12.92894)
Chikka Adugodi,1,1,q9,POINT (77.60943 12.92899)
Chikka Banavara,3,2,8d,POINT (77.5026 13.08057)
Chikka Banavara,112,32,wr,POINT (77.50255 13.08053)
Chikka Banavara,44,10,xw,POINT (77.50259 13.08053)
Chikka Basti,12,3,2zz,POINT (77.47504 12.94466)
Chikka Basti,13,3,d2,POINT (77.4751 12.94453)
Chikka Basti Masjid,6,4,3re,POINT (77.47403 12.94178)
Chikka Basti Masjid,17,3,xm,POINT (77.47411 12.94191)
Chikka Belavagala Gate,3,2,2rh,POINT (77.42683 13.19833)
Chikka Bettahalli,9,8,2yy,POINT (77.55629 13.08945)
Chikka Bettahalli,5,2,75,POINT (77.55624 13.08949)
Chikka Bommasandra Cross,50,14,26o,POINT (77.58248 13.09354)
Chikka Bommasandra Cross,39,13,2he,POINT (77.58251 13.09353)
Chikka Byalakere,21,7,35h,POINT (77.52156 13.11963)
Chikka Byalakere,5,4,48l,POINT (77.52161 13.11965)
Chikka Dasarahalli,3,1,3qj,POINT (77.78445 12.89201)
Chikka Dasarahalli Cross,6,2,3ft,POINT (77.78777 12.88197)
Chikka Dunnasandra,1,1,3cy,POINT (77.76192 12.86297)
Chikka Gollarahatti,92,22,1ap,POINT (77.4656 12.99142)
Chikka Gollarahatti,63,8,xq,POINT (77.46559 12.99147)
Chikka Gubbi,8,4,3ds,POINT (77.66627 13.0805)
Chikka Gubbi Cross,18,10,1k1,POINT (77.65417 13.08425)
Chikka Gubbi Cross,12,9,2aq,POINT (77.65434 13.08442)
Chikka Hagade,1,1,16i,POINT (77.69923 12.73354)
Chikka Hagade,1,1,2qj,POINT (77.69927 12.7337)
Chikka Hagade Gate,35,6,1a6,POINT (77.70647 12.73157)
Chikka Hagade Gate,35,9,343,POINT (77.70639 12.73141)
Chikka Haralagere,19,1,16m,POINT (77.82497 13.20046)
Chikka Haralagere,21,3,3n1,POINT (77.825 13.20059)
Chikka Kammanahalli,7,1,1t,POINT (77.59996 12.84969)
Chikka Kammanahalli,2,2,a4,POINT (77.59993 12.84966)
Chikka Kukkanahalli,2,2,32j,POINT (77.44891 13.15745)
Chikka Kukkanahalli,3,1,3vt,POINT (77.44899 13.15753)
Chikka Madhure,6,3,1av,POINT (77.43977 13.2065)
Chikka Madhure,1,1,w,POINT (77.4398 13.20647)
Chikka Mariyappanapalya,4,3,47h,POINT (77.40042 12.93991)
Chikka Mariyappanapalya,3,2,ia,POINT (77.40037 12.94006)
Chikka Maskal,2,1,2b5,POINT (77.33055 12.91971)
Chikka Nagamangala Gate,3,2,3p7,POINT (77.70367 12.85921)
Chikka Nallala,1,1,33t,POINT (77.89533 13.09694)
Chikka Nekkundi,11,4,2dm,POINT (77.76569 12.92992)
Chikka Nekkundi,2,2,ib,POINT (77.76583 12.92985)
Chikka Puttaiahnapalya,3,1,1iu,POINT (77.3191 13.09713)
Chikka Sanne Gate,30,9,1uz,POINT (77.69093 13.23038)
Chikka Sanne Gate,22,8,24s,POINT (77.69109 13.23031)
Chikka Tanda Manchenahalli Cross,2,2,3c2,POINT (77.35004 13.03781)
Chikka Tattamangala Gate,5,3,1h8,POINT (77.76282 13.28015)
Chikka Tattamangala Gate,3,1,2pd,POINT (77.76282 13.28017)
Chikka Thataguni,6,3,14f,POINT (77.51418 12.84552)
Chikka Thataguni,1,1,1wb,POINT (77.51416 12.84542)
Chikka Thirupathi,2,2,2tj,POINT (77.86704 12.89538)
Chikka Thirupathi,10,4,3j6,POINT (77.867 12.89532)
Chikka Thirupathi,18,7,6q,POINT (77.86697 12.89536)
Chikka Thogurupalya,6,4,1w5,POINT (77.28314 12.95628)
Chikka Thogurupalya,1,1,42c,POINT (77.28287 12.9562)
Chikka Tumkur Cross,2,1,3st,POINT (77.53886 13.25266)
Chikka Veeraiahnapalya,3,2,2d3,POINT (77.40052 12.94541)
Chikka Veeraiahnapalya,4,3,3cw,POINT (77.40047 12.94527)
Chikkaballapura,3,1,27h,POINT (77.73199 13.43768)
Chikkabanavara Railway Station,42,11,2wv,POINT (77.50453 13.07523)
Chikkabanavara Railway Station,96,30,eo,POINT (77.50465 13.07562)
Chikkabidarakallu,110,16,1mo,POINT (77.48774 13.05235)
Chikkabidarakallu,150,39,3x6,POINT (77.48778 13.05196)
Chikkahullur,4,2,175,POINT (77.82485 13.1051)
Chikkajala,55,20,3qh,POINT (77.63318 13.17277)
Chikkajala,45,20,43,POINT (77.63369 13.17273)
Chikkallasandra,2,1,1dm,POINT (77.55198 12.91507)
Chikkallasandra Aralimara,48,11,1ql,POINT (77.55238 12.91157)
Chikkallasandra Aralimara,14,7,2jp,POINT (77.55226 12.91168)
Chikkallasandra Bank Colony,46,10,13c,POINT (77.54927 12.90914)
Chikkallasandra Bank Colony,14,7,fh,POINT (77.5491 12.90906)
Chikkamaranahalli,3,1,21f,POINT (77.32314 13.09053)
Chikkamaranahalli Colony,6,2,36,POINT (77.32266 13.09665)
Chikkammanapalya,8,1,3ay,POINT (77.423 12.95033)
Chikkammanapalya,9,1,yu,POINT (77.42292 12.95049)
Chikkanahalli,1,1,1p0,POINT (77.6882 13.18385)
Chikkanahalli,6,5,2hp,POINT (77.68817 13.18394)
Chikkanahalli,2,1,3xc,POINT (77.35521 12.8816)
Chikkanahalli,2,1,46b,POINT (77.90315 13.13171)
Chikkanahalli (Railway Gollahalli),1,1,76,POINT (77.38434 13.18371)
Chikkanahalli Bande,1,1,43r,POINT (77.39042 13.17933)
Chikkanahalli Gate,3,2,2sp,POINT (77.90421 13.12559)
Chikkanahalli School,1,1,81,POINT (77.3866 13.18267)
Chikkanayakanahalli,3,2,2k3,POINT (77.69445 12.89231)
Chikkanayakanahalli Dinne,3,2,1gn,POINT (77.69706 12.88383)
Chikkegowdanapalya,6,3,kk,POINT (77.51467 12.87877)
Chikkellur Cross,9,3,2er,POINT (77.42171 12.89183)
Chinnappa Layout,5,1,26b,POINT (77.60961 13.02823)
Chinnaswamy Stadium,6,3,2q8,POINT (77.59885 12.97742)
Chinnayyanapalya Silk Farm,46,16,1rr,POINT (77.52338 12.85375)
Chinnayyanapalya Silk Farm,100,34,2dd,POINT (77.52329 12.85347)
Chitrakala parishath new Campus Srinivasapura,4,1,1zo,POINT (77.50754 12.90329)
Chokkahalli Gate,4,2,2fu,POINT (77.83213 13.11222)
Chokkanahali Government School,3,2,1hs,POINT (77.69131 13.11131)
Chokkanahali Government School,5,2,44g,POINT (77.69137 13.11135)
Chokkanahalli,4,2,1rz,POINT (77.62497 13.08233)
Chokkanahalli,3,3,29o,POINT (77.62499 13.08235)
Chokkanahalli,7,3,3hc,POINT (77.68754 13.11358)
Chokkanahalli,3,2,4h,POINT (77.68762 13.11348)
Chokkanahalli Gate,31,7,18,POINT (77.63487 13.08466)
Chokkanahalli Gate,37,9,5u,POINT (77.63473 13.08471)
Chokkasandra Cross,4,1,pa,POINT (77.73409 12.87348)
Chokkasandra Gate,2,1,1i6,POINT (77.8867 13.18333)
Cholanayakanahalli,8,5,2gm,POINT (77.35958 12.96049)
Cholanayakanahalli,3,1,376,POINT (77.35949 12.96021)
Cholappanahalli Gate,4,2,172,POINT (77.83923 13.1191)
Choodasandra Circle,10,1,3z5,POINT (77.67299 12.88853)
Choodasandra Circle,11,2,au,POINT (77.67294 12.88855)
Choudappa Layout,5,4,1du,POINT (77.5281 13.10983)
Choudappa Layout,26,9,1xv,POINT (77.52807 13.10978)
Chowdanahalli,2,1,2a7,POINT (77.62856 13.21425)
Chowdanahalli,3,1,310,POINT (77.62861 13.21432)
Chowdappanahalli,1,1,2ak,POINT (77.75364 13.14844)
Chowdappanahalli,4,3,cr,POINT (77.75372 13.14869)
Chowdareddy Circle,38,6,3zu,POINT (77.69949 12.71119)
Chowdareddy Circle,37,9,sw,POINT (77.69931 12.71125)
Chowdeshwari Nagara Thataguni,5,2,38v,POINT (77.51893 12.84993)
Chowdeshwarinagara,5,1,32t,POINT (77.39939 12.99759)
Chowdeshwarinagara,13,5,3u7,POINT (77.39944 12.9975)
Chowdeshwarinagara JP Park,1,1,19c,POINT (77.55432 13.03284)
Chowdeshwarinagara JP Park,19,3,1zd,POINT (77.55408 13.03272)
Chowdeshwarinagara JP Park,23,3,3ye,POINT (77.55446 13.03281)
Chowdeshwarinagara Thataguni,1,1,7,POINT (77.5188 12.84985)
Christ International School Cross,1,1,3yu,POINT (77.89049 12.88587)
Christ School,12,5,2j6,POINT (77.51192 12.79915)
Christ School,21,7,fi,POINT (77.51189 12.79918)
Christal House Learning School,1,1,27i,POINT (77.65168 13.0943)
Christal House Learning School,11,4,37v,POINT (77.65173 13.09439)
Chudahalli,7,4,2i1,POINT (77.48943 12.78225)
Chunchaghatta,4,1,1y1,POINT (77.57489 12.88553)
Chunchaghatta,5,2,tu,POINT (77.57487 12.88558)
Chunchanakuppe,8,5,2l3,POINT (77.3863 12.91041)
Cipla Avalahalli,54,15,1ny,POINT (77.73148 13.03243)
Cipla Avalahalli,82,35,39q,POINT (77.73114 13.03263)
City Civil Court,21,9,6v,POINT (77.58243 12.97343)
Clarence School,22,10,3in,POINT (77.61666 13.00309)
Coffee Day Hope Farm,83,10,1yh,POINT (77.75162 12.97998)
Coffee Day Hope Farm,35,7,1yz,POINT (77.75168 12.97987)
Cohera,1,1,kt,POINT (77.74122 13.17322)
Coles Park,1,1,2ay,POINT (77.60928 12.99308)
Coles Park,1,1,2xq,POINT (77.60927 12.99301)
Coles Park,73,25,lo,POINT (77.60829 12.99534)
Coles Park,125,39,oi,POINT (77.60668 12.99573)
Coles Road,8,5,1nu,POINT (77.61247 12.99632)
Coles Road,20,4,39r,POINT (77.61204 12.99661)
College Cross Byadarahalli,63,8,3bf,POINT (77.47952 12.98569)
College Cross Byadarahalli,92,22,en,POINT (77.47964 12.98552)
Commando Hospital,148,29,89,POINT (77.62641 12.96364)
Commando Hospital,105,14,ty,POINT (77.62756 12.96271)
Concord Apartment Electronic City,2,2,oz,POINT (77.65185 12.84056)
Corporation,194,50,2x6,POINT (77.58822 12.96701)
Corporation,251,65,32e,POINT (77.58936 12.9682)
Corporation,541,139,3x3,POINT (77.58675 12.96839)
Corporation,219,43,yh,POINT (77.58778 12.9648)
Country Club Bagaluru,32,10,4j,POINT (77.63933 13.12356)
Country Club Bagaluru,19,11,cc,POINT (77.63937 13.12348)
Crown Plaza,4,2,1fl,POINT (77.66 12.85092)
Crown Plaza,18,6,2pe,POINT (77.66023 12.85082)
Crystal Apartment Sarjapura Road,67,18,30,POINT (77.76725 12.86759)
Crystal Apartment Sarjapura Road,19,9,40l,POINT (77.76709 12.8677)
Cunningham Road,162,57,2e3,POINT (77.59427 12.98787)
C‌ Q A L,26,6,1ez,POINT (77.59326 13.01178)
D Cross Doddaballapura,4,2,1c2,POINT (77.54594 13.30659)
D Cross Doddaballapura,7,4,2ny,POINT (77.54584 13.30654)
D Group Employees Layout,5,1,309,POINT (77.69089 13.09127)
D Group Employees Layout,2,1,z6,POINT (77.69091 13.09134)
D Hosahalli,1,1,3dw,POINT (77.83253 12.96839)
D Shettihalli Gate,2,1,31l,POINT (77.86833 13.15048)
D Souza Circle,12,5,2z4,POINT (77.61106 12.96755)
DEPOT-19 Gate,2,1,11l,POINT (77.67192 12.84691)
DHFL,16,6,359,POINT (77.69561 13.19963)
DRDO 2nd Stage,2,1,37h,POINT (77.67928 12.98575)
DRDO Quarters,2,1,3e8,POINT (77.66147 12.98551)
DRDO Quarters,1,1,44r,POINT (77.66133 12.98546)
DUO Heights Layout,6,2,fr,POINT (77.61468 12.89486)
Dabaspete,1,1,13r,POINT (77.2418 13.22778)
Dabaspete,1,1,4a1,POINT (77.24144 13.2277)
Dalai Lama College,19,4,1ok,POINT (77.42456 12.85049)
Dalai Lama College,14,3,39u,POINT (77.42409 12.85056)
Dalmia Circle,11,2,3n6,POINT (77.595 12.90697)
Dandupalya,3,2,ky,POINT (77.81115 13.07461)
Dandupalya Cross,7,3,1qu,POINT (77.81149 13.07638)
Dandupalya Cross,1,1,7w,POINT (77.81145 13.07636)
Dandupalya Gate,9,4,21q,POINT (77.80804 13.07689)
Dandupalya Gate,6,2,232,POINT (77.80786 13.07728)
Dargha,5,3,44l,POINT (77.77445 13.28742)
Dargha,3,1,49x,POINT (77.77446 13.28746)
Dasanapura,101,14,229,POINT (77.43636 13.07542)
Dasanapura,148,31,uq,POINT (77.43599 13.07523)
Dasappanapalya,42,5,3vh,POINT (77.50591 13.07935)
Dasappanapalya,22,5,8b,POINT (77.50587 13.07933)
Dasarahalli,5,1,3rg,POINT (77.83616 13.09995)
Dasarahalli Hebbala,8,2,3i3,POINT (77.61148 13.05631)
Dasarahalli Kere,18,4,20w,POINT (77.54179 12.98595)
Dasarahalli Kere,27,2,be,POINT (77.54417 12.98517)
Dasarahalli Road Junction,8,2,3mr,POINT (77.59451 13.05573)
Dasenahalli Cross,6,2,2lz,POINT (77.46519 13.14091)
Dasenahalli Cross,5,4,2mt,POINT (77.46523 13.14087)
Dattatreya Peeta Doddagubbi,6,1,1qt,POINT (77.66465 13.06739)
Dattatreya Peeta Doddagubbi,6,1,to,POINT (77.66465 13.06732)
Dattatreya Temple Malleshwara,27,1,45q,POINT (77.57462 12.99895)
Dattatreya Temple Malleshwara,28,1,c0,POINT (77.57479 12.99893)
Dayananda Sagar College,31,4,1pb,POINT (77.5654 12.90949)
Dayananda Sagar College,12,4,21o,POINT (77.56553 12.90948)
Dayananda Sagar Vidya Samste,99,33,1hm,POINT (77.51373 12.82498)
Dayananda Sagar Vidya Samste,40,13,2p2,POINT (77.51377 12.82479)
Deccan,48,13,2bl,POINT (77.62745 12.90255)
Deccan,7,4,3hy,POINT (77.62741 12.90247)
Deepa Complex,11,2,1c7,POINT (77.50483 12.96659)
Deepa Complex,31,6,1eg,POINT (77.50508 12.96636)
Deepa Complex,28,7,1yt,POINT (77.50519 12.96698)
Deepak Factory,110,16,25h,POINT (77.50135 13.04749)
Deepak Factory,157,41,29l,POINT (77.50159 13.04704)
Deepak Nursing Home,96,25,31k,POINT (77.57711 12.92598)
Deepak Nursing Home,72,16,3vq,POINT (77.57699 12.92518)
Deepanjalinagara,111,24,1we,POINT (77.53724 12.9514)
Deepanjalinagara,6,4,38s,POINT (77.53624 12.95375)
Dell,14,2,37t,POINT (77.64044 12.95275)
Dell Domluru,20,5,8p,POINT (77.64065 12.95291)
Depot-02 Shanthinagara,41,1,3mw,POINT (77.59488 12.95442)
Depot-03 Shanthinagara,7,1,30o,POINT (77.596 12.95532)
Depot-04 Jayanagara,13,1,1rf,POINT (77.59346 12.92489)
Depot-06 Gate,124,55,15p,POINT (77.63434 12.98255)
Depot-06 Gate,99,31,3nw,POINT (77.6344 12.9824)
Depot-06 Indiranagara,14,1,23n,POINT (77.63446 12.98189)
Depot-07 Subhashnagara,19,1,12,POINT (77.57186 12.97901)
Depot-08 Yashawanthapura,15,1,7n,POINT (77.55551 13.01777)
Depot-09 Peenya,34,1,3qu,POINT (77.50022 13.02039)
Depot-10 Gate,5,4,2ph,POINT (77.63059 13.02542)
Depot-10 Gate,4,2,60,POINT (77.63242 13.02766)
Depot-10 Gate,18,7,7p,POINT (77.63181 13.02577)
Depot-10 Gate,62,23,h6,POINT (77.63049 13.0255)
Depot-10 Hennuru,2,1,2qq,POINT (77.63233 13.02568)
Depot-11 Puttenahalli,28,1,3fg,POINT (77.57947 13.11061)
Depot-12 Gate,60,19,rt,POINT (77.47084 12.90471)
Depot-12 Gate,5,1,y8,POINT (77.47068 12.90481)
Depot-12 Kengeri,12,3,tw,POINT (77.4727 12.90424)
Depot-13 Kathriguppe,19,1,3oh,POINT (77.55434 12.92493)
Depot-14 Gate,1,1,10r,POINT (77.5937 13.02844)
Depot-14 RT Nagara,12,1,2oi,POINT (77.59328 13.02868)
Depot-15 Koramangala,28,1,453,POINT (77.62487 12.9414)
Depot-16 Deepanajalinagara,8,1,1h5,POINT (77.53703 12.95136)
Depot-17 Chandra Layout,15,1,3yg,POINT (77.52733 12.95897)
Depot-18 White Field,3,1,1sd,POINT (77.72596 12.97686)
Depot-19 Electronic City,40,3,vu,POINT (77.67229 12.8474)
Depot-20 Banashankari,40,1,18o,POINT (77.57086 12.91871)
Depot-21 BEML Layout,35,1,1ey,POINT (77.52042 12.90673)
Depot-22 Peenya,17,1,14s,POINT (77.50193 13.01975)
Depot-23 Kalyana Nagara,11,1,33n,POINT (77.63895 13.02655)
Depot-24 Gate,3,3,10,POINT (77.6825 13.00331)
Depot-24 Gate,23,8,p6,POINT (77.6825 13.00341)
Depot-24 ITI Layout,19,3,47p,POINT (77.68359 13.00163)
Depot-25 Gate,7,2,1i7,POINT (77.64495 12.91956)
Depot-25 Gate,85,12,1n4,POINT (77.64255 12.91936)
Depot-25 Gate (Central Silk Board),107,15,2xv,POINT (77.64294 12.91952)
Depot-25 HSR Layout,5,1,vh,POINT (77.64457 12.91986)
Depot-26 Yeshawanthapura,39,1,2zf,POINT (77.55537 13.0186)
Depot-27 Jigani,1,1,wh,POINT (77.63446 12.78019)
Depot-28 Hebbala,3,1,2c3,POINT (77.59335 13.04355)
Depot-29 KR Puram,1,1,1yd,POINT (77.69175 13.00444)
