name,trip_count,route_count,id,geometry
Mallipalya,2,1,2ow,POINT (77.47429 12.79601)
Mallohalli Cross,1,1,27y,POINT (77.45061 13.21407)
Malya Adhithi School,2,2,35l,POINT (77.58298 13.10166)
Managanahalli Kankapura Road,2,1,2m8,POINT (77.4684 12.72776)
Manasa Nagara,22,6,2g7,POINT (77.51683 12.95881)
Manasa Nagara,17,8,402,POINT (77.51674 12.95925)
Manchanahalli,1,1,7i,POINT (77.75353 12.76671)
Manchanahalli Cross,1,1,46u,POINT (77.7701 12.77514)
Manchanayakanahalli Gate,19,4,1mm,POINT (77.41472 12.83455)
Manchanayakanahalli Gate,13,2,284,POINT (77.41421 12.83476)
Manchanayakanahalli Gate,1,1,ci,POINT (77.41386 12.83494)
Manchappanahalli Cross,4,2,22n,POINT (77.72547 13.13527)
Manchappanahalli Cross,2,1,3bv,POINT (77.72619 13.13515)
Manchappanahalli Gate,3,1,3ok,POINT (77.7293 13.14368)
Manchappanahalli Gate 1,5,2,2nk,POINT (77.72931 13.14371)
Manchappanahalli Village,3,1,47e,POINT (77.72624 13.14161)
Manchenahalli,3,1,2js,POINT (77.35781 13.03508)
Mandur,33,10,1ac,POINT (77.73818 13.08157)
Mandur,13,5,ds,POINT (77.73827 13.08153)
Manganahalli,4,1,23i,POINT (77.46934 12.95419)
Manganahalli,7,2,3ag,POINT (77.46935 12.95415)
Manganahalli Cross,5,2,337,POINT (77.48418 12.95265)
Manganahalli Cross,33,4,356,POINT (77.48407 12.9527)
Maniksha Parade Ground,22,11,2rm,POINT (77.60771 12.97746)
Maniksha Parade Ground,49,22,xx,POINT (77.60747 12.97773)
Manipal Centre,11,5,49s,POINT (77.61436 12.97493)
Manipal Centre MG Road,27,14,1rj,POINT (77.61358 12.97571)
Manipal Centre MG Road,22,11,2qi,POINT (77.61356 12.97552)
Manjunatha Kalyana Mantapa,1,1,14a,POINT (77.53819 12.87474)
Manjunatha Nagara,1,1,10t,POINT (77.54288 12.99145)
Manjunatha Nagara,1,1,2vd,POINT (77.55068 12.99593)
Manjunatha Nagara,1,1,336,POINT (77.55068 12.99548)
Manjunatha Nagara,12,3,341,POINT (77.40374 12.96436)
Manjunatha Nagara,1,1,3dk,POINT (77.4811 12.98205)
Manjunatha Nagara,13,5,jo,POINT (77.40378 12.96433)
Manjunatha Nagara Layout Cross,1,1,3bm,POINT (77.72009 13.0186)
Manjushree Hospital,5,1,gp,POINT (77.60708 13.02134)
Mantanakurchi,2,2,2xg,POINT (77.38411 13.04352)
Mantapa Cross,10,5,1ds,POINT (77.59614 12.80306)
Mantapa Cross,1,1,3lv,POINT (77.59627 12.80281)
Mantri Alpyne Apartment,20,5,35o,POINT (77.52725 12.90453)
Mantri Alpyne Apartment,4,2,ny,POINT (77.5271 12.90449)
Mantri Layout (M L A LAYOUT),2,2,15h,POINT (77.4478 13.08448)
Mantri Layout (M L A LAYOUT),10,5,1lx,POINT (77.44776 13.08449)
Manuvana,61,8,1ch,POINT (77.54656 12.97401)
Manuvana,60,12,3ek,POINT (77.54454 12.97431)
Manyatha Tech Park,76,15,2ja,POINT (77.61995 13.04109)
Manyatha Tech Park,64,10,3mx,POINT (77.62095 13.0412)
Maragondanahalli Cross,9,1,1l7,POINT (77.4314 12.93493)
Maragondanahalli Cross,9,2,3ko,POINT (77.4314 12.93485)
Maralakunte,6,3,114,POINT (77.70526 13.13241)
Maralakunte,2,1,46e,POINT (77.70593 13.13225)
Maralakunte Colony,2,1,2ao,POINT (77.70565 13.12943)
Maralugondla Cross,6,4,3j9,POINT (77.27149 12.94747)
Maralugondla Cross,1,1,3n3,POINT (77.27127 12.94737)
Maramma Temple,14,3,14u,POINT (77.55872 12.96291)
Maramma Temple,13,3,1id,POINT (77.55906 12.96314)
Maramma Temple Halage Vaderahalli,2,2,33u,POINT (77.51452 12.92288)
Maranagere,3,1,rm,POINT (77.8522 12.88233)
Marasandra,5,3,1ta,POINT (77.71512 13.09962)
Marasandra,8,4,1tv,POINT (77.71519 13.09967)
Marasandra,3,3,9g,POINT (77.87469 12.98074)
Marasandra Circle,8,4,1pl,POINT (77.54973 13.22281)
Marasandra Circle,7,4,2z8,POINT (77.54963 13.22269)
Marasandra Gate,1,1,3dx,POINT (77.54935 13.22273)
Marasandra Gate,2,2,3wr,POINT (77.87381 12.98446)
Marasandra Gate,2,2,fe,POINT (77.87375 12.98431)
Marasandra Govt School,7,4,3hh,POINT (77.55013 13.23098)
Marasandra Govt School,4,2,3q5,POINT (77.55027 13.23113)
Marasur Gate,40,8,342,POINT (77.70145 12.76983)
Marathahalli,122,15,17d,POINT (77.69372 12.95611)
Marathahalli,158,31,26h,POINT (77.69409 12.95626)
Marathahalli Bridge,69,8,1gm,POINT (77.70131 12.95671)
Marathahalli Bridge,231,35,1h3,POINT (77.70215 12.9569)
Marathahalli Bridge,15,1,1y,POINT (77.70053 12.95488)
Marathahalli Bridge,9,3,3c6,POINT (77.70096 12.95715)
Marathahalli Bridge,122,15,3i5,POINT (77.70062 12.95694)
Marenahalli,7,3,2li,POINT (77.67868 13.11959)
Marenahalli,1,1,2wd,POINT (77.53228 12.96983)
Marenahalli,10,4,34s,POINT (77.58588 12.9149)
Marenahalli,8,5,3cl,POINT (77.36187 12.9733)
Marenahalli,3,2,bt,POINT (77.67866 13.11958)
Marenahalli,3,1,d0,POINT (77.36164 12.97325)
Marenahalli,11,5,p2,POINT (77.58575 12.91552)
Marenahalli (Marenahalli Metro Station),81,11,1qz,POINT (77.58947 12.91715)
Marenahalli (Marenahalli Metro Station),123,15,238,POINT (77.58858 12.91688)
Marenahalli Gate,2,1,354,POINT (77.67029 13.13315)
Marenahalli Gate,8,4,pz,POINT (77.67031 13.13318)
Marigowdanapalya,1,1,2ls,POINT (77.31512 13.04168)
Marigowdanapalya,1,1,q3,POINT (77.31507 13.04172)
Marison Factory,110,16,1u3,POINT (77.49285 13.05049)
Marison Factory,155,40,3lu,POINT (77.49252 13.0502)
Mariyappanapalya,116,10,2rg,POINT (77.55574 12.99858)
Mariyappanapalya,46,14,33r,POINT (77.4954 12.94527)
Mariyappanapalya,82,10,3k4,POINT (77.55652 12.99862)
Mariyappanapalya,52,9,3oe,POINT (77.49545 12.94515)
Marsuru Gate,35,9,3ge,POINT (77.70141 12.76964)
Marsuru Madivala,4,2,3o3,POINT (77.72861 12.77345)
Maruru,1,1,ac,POINT (77.16141 13.067)
Maruru Handpost,1,1,1ih,POINT (77.15954 13.05814)
Maruthi Badavane,2,1,24z,POINT (77.58055 12.83994)
Maruthi Badavane,5,3,469,POINT (77.58062 12.84005)
Maruthi Badavane Dasarahalli,8,2,1dx,POINT (77.60782 13.05543)
Maruthi Circle,20,10,d1,POINT (77.55851 12.94348)
Maruthi Mandira,49,5,36v,POINT (77.53637 12.96785)
Maruthi Mandira,53,11,ur,POINT (77.53615 12.96779)
Maruthi Nagara,12,4,14g,POINT (77.5217 12.96178)
Maruthi Nagara,1,1,1dj,POINT (77.47944 12.93983)
Maruthi Nagara,45,12,1m5,POINT (77.6064 13.10445)
Maruthi Nagara,16,4,1sl,POINT (77.52189 12.96176)
Maruthi Nagara,3,3,3jh,POINT (77.58102 13.0589)
Maruthi Nagara,1,1,3ox,POINT (77.65766 12.7914)
Maruthi Nagara,3,2,47g,POINT (77.58107 13.05886)
Maruthi Nagara,39,11,9s,POINT (77.60657 13.10437)
Maruthi Nagara,12,8,oj,POINT (77.49394 12.98975)
Maruthi Nagara,9,5,xj,POINT (77.65788 12.79194)
Maruthi Nagara,9,1,zc,POINT (77.47956 12.93992)
Maruthi School,3,2,2qa,POINT (77.64413 13.00961)
Maruthi School,2,2,379,POINT (77.64327 13.00957)
Maruthi School,6,3,hr,POINT (77.64409 13.00987)
Maruthi School,2,1,i4,POINT (77.57587 12.88128)
Maruthi School,4,1,sh,POINT (77.5758 12.88121)
Maruthi Sevanagara,8,5,21p,POINT (77.63435 13.00241)
Maruthi Sevanagara,20,4,2u,POINT (77.63467 13.00273)
Maruthi Temple Kamalanagara,33,3,21d,POINT (77.53549 12.99492)
Maruthi Temple Kamalanagara,32,2,46w,POINT (77.53545 12.99497)
Maruthinagara Malleshpalya,3,3,15j,POINT (77.67506 12.97334)
Maruthinagara Malleshpalya,1,1,329,POINT (77.67492 12.9734)
Mary Immaculate School,18,10,2p0,POINT (77.66782 13.12579)
Mary Immaculate School,12,9,t6,POINT (77.66795 13.12589)
Mata Mallasandra,1,1,1uf,POINT (77.83359 12.94782)
Mata Mallasandra,34,13,45m,POINT (77.83412 12.94743)
Matadahalli,13,1,1xp,POINT (77.59362 13.01364)
Matadahalli,30,9,3x1,POINT (77.59365 13.01366)
Mathikere,34,10,28,POINT (77.55755 13.03533)
Mathikere,114,30,2bb,POINT (77.55741 13.03455)
Mathikere,43,11,2ix,POINT (77.55748 13.03467)
Mathikere,8,1,3ea,POINT (77.55705 13.03466)
Mathikere Post Office,4,1,1s0,POINT (77.55907 13.0289)
Mattahalli,3,2,167,POINT (77.4571 13.10818)
Mattahalli Cross,10,5,2z9,POINT (77.44365 13.11037)
Mattahalli Cross,2,2,nj,POINT (77.44373 13.11033)
Mavallipura,1,1,13v,POINT (77.52907 13.12759)
Mavallipura,5,1,2re,POINT (77.52896 13.12768)
Mayasandra,1,1,13,POINT (77.37745 12.87732)
Mayasandra,4,2,1g5,POINT (77.37747 12.87735)
Mayasandra Gate,2,1,13d,POINT (77.65983 13.30994)
Mayasandra Gate,4,2,1q0,POINT (77.74785 12.75049)
Mayasandra Gate,4,2,1s3,POINT (77.74774 12.75037)
Mayasandra Kodi,3,1,36f,POINT (77.74234 12.74808)
Mayohall,156,43,2of,POINT (77.6099 12.97336)
Mayohall,89,22,ud,POINT (77.61051 12.97349)
Mayohall G-2,22,10,240,POINT (77.61119 12.97395)
Mazara Hosahalli Cross,2,1,3i7,POINT (77.54813 13.24847)
Medahalli,1,1,2gj,POINT (77.72082 13.02616)
Medahalli,54,15,2gw,POINT (77.72036 13.02597)
Medahalli,82,35,3km,POINT (77.72054 13.02647)
Medahalli,5,4,3rc,POINT (77.84543 12.96824)
Medahalli Colony,6,5,2oy,POINT (77.85228 12.96723)
Medahalli Colony,1,1,3v,POINT (77.85235 12.96719)
Medahalli Cross,5,4,2da,POINT (77.84352 12.96541)
Medahalli Cross,12,7,3d3,POINT (77.84349 12.96545)
Medarahalli Railway Gate,7,4,26x,POINT (77.51585 13.06727)
Medi Agrahara,3,1,8h,POINT (77.52523 13.0984)
Medi Agrahara Cross,5,4,3b1,POINT (77.53071 13.1013)
Medi Agrahara Cross,26,9,cn,POINT (77.53063 13.1013)
Medi Mallasandra,22,11,27v,POINT (77.83036 12.95283)
Medi Mallasandra,15,6,3ld,POINT (77.8302 12.95289)
Medur Gate,1,1,156,POINT (77.92299 13.19371)
Meenakshi Layout,9,2,1z,POINT (77.49275 13.06552)
Meenakshi Layout,1,1,43g,POINT (77.49276 13.06555)
Meenakshi Temple,23,9,1qx,POINT (77.59469 12.87463)
Meenakshi Temple,52,16,ob,POINT (77.5949 12.87467)
Meenakunte,2,2,3pv,POINT (77.6421 13.18063)
Meenakunte,1,1,k3,POINT (77.64208 13.18059)
Meenakunte Hosuru,34,11,30c,POINT (77.64142 13.18452)
Meenakunte Hosuru,21,8,3h3,POINT (77.64161 13.1844)
Mekhri Circle,91,32,1kj,POINT (77.584 13.01756)
Mekhri Circle,140,42,34f,POINT (77.58388 13.01749)
Mekhri Circle,17,8,3oa,POINT (77.58263 13.01451)
Mekhri Circle,28,1,3z3,POINT (77.58411 13.0135)
Mekhri Circle,19,7,41y,POINT (77.58502 13.01458)
Metipalya,5,1,2gi,POINT (77.40232 12.99359)
Metipalya,13,5,3cx,POINT (77.40231 12.99349)
Metro,107,28,2qr,POINT (77.56718 12.89312)
Metro,151,46,3z1,POINT (77.56772 12.89336)
Metrocorp Nirvana Layout,3,1,147,POINT (77.63487 13.21355)
Metrocorp Nirvana Layout,2,1,40x,POINT (77.63484 13.21347)
Military Accounts Office,148,29,1pq,POINT (77.62089 12.96694)
Military Accounts Office,105,14,2vy,POINT (77.62117 12.96691)
Military Accounts Office,1,1,z3,POINT (77.6203 12.96707)
Military Bridge,14,2,290,POINT (77.63992 12.9459)
Military Bridge,20,5,2y,POINT (77.64015 12.94599)
Military Dairy Farm (Esteem Mall),4,3,1dy,POINT (77.59324 13.04943)
Military Dairy Farm (Esteem Mall),108,42,2lu,POINT (77.59287 13.04974)
Military Dairy Farm (Esteem Mall),116,45,mb,POINT (77.59271 13.04974)
Milk Booth,1,1,14,POINT (77.5108 12.90291)
Milk Booth JP Nagara,11,2,48d,POINT (77.59514 12.91002)
Milk Dairy Hegganahalli,12,8,3kr,POINT (77.50549 13.0073)
Milk Dairy Hegganahalli,12,2,49f,POINT (77.50553 13.00745)
Millers Road,1,1,2kj,POINT (77.60216 12.99545)
Millers Road,1,1,3rl,POINT (77.60218 12.99538)
Minerva Circle,29,10,1qv,POINT (77.57992 12.95387)
Minerva Mill,43,9,1y9,POINT (77.56445 12.9795)
Minerva Mill,57,11,37k,POINT (77.56435 12.97945)
Modern Food Goraguntepalya,58,9,14k,POINT (77.53395 13.02482)
Modern Food Goraguntepalya,45,10,n,POINT (77.53414 13.02483)
Modi Hospital,41,5,1vy,POINT (77.54586 12.99749)
Modi Hospital,77,8,3s7,POINT (77.54573 12.9974)
Mohankumar Nagara,2,2,1t5,POINT (77.54934 13.03065)
Mohankumar Nagara,4,1,uj,POINT (77.54939 13.0307)
Monotype Corporation,8,2,3kn,POINT (77.57104 12.92154)
Monotype Corporation,31,4,46p,POINT (77.57062 12.92176)
Moodalapalya,16,4,3jk,POINT (77.52499 12.97071)
Moodalapalya,12,4,3ls,POINT (77.5249 12.97054)
Mosque Road,20,4,1w2,POINT (77.61598 13.00037)
Mosque Road,55,20,5y,POINT (77.61578 13.00067)
Mosque Road,8,5,vq,POINT (77.61609 13.00032)
Motaganahalli,1,1,1fu,POINT (77.31189 13.00488)
Motaganahalli Bishop Cotton School,1,1,e1,POINT (77.31186 13.01766)
Motaganahalli High School,1,1,2x8,POINT (77.31179 13.00809)
Mother Dairy Cross Yalahanka,31,9,1yo,POINT (77.5771 13.09955)
Mother Dairy Cross Yalahanka,24,11,3o1,POINT (77.57719 13.09933)
Mother Dairy Yalahanka,2,1,2q6,POINT (77.5741 13.09884)
Mother Dairy Yalahanka,8,7,ma,POINT (77.57479 13.09877)
Mount Carmel College,24,6,2l5,POINT (77.58883 12.99297)
Muddanahalli,2,1,34l,POINT (77.57737 13.15222)
Muddanahalli Gate,1,1,4ak,POINT (77.91653 13.19705)
Muddanayakanahalli,4,2,39s,POINT (77.68022 13.2964)
Muddayanapalya,9,1,2fm,POINT (77.4878 12.9663)
Muddayanapalya Junction,22,5,67,POINT (77.48809 12.97138)
Muddinapalya,4,1,19h,POINT (77.48786 12.96632)
Muddinapalya Junction,7,1,3x7,POINT (77.48793 12.97138)
Mugabala,3,2,17a,POINT (77.88874 13.11945)
Mugaluru,5,3,3wm,POINT (77.82094 12.89488)
Mukkodlu,13,4,43e,POINT (77.52841 12.75655)
Mukkodlu,8,3,ed,POINT (77.52837 12.75649)
Mulkattamma Temple Mallohalli,1,1,3z2,POINT (77.45049 13.22352)
Mulluru,2,1,3vu,POINT (77.72449 12.90438)
Multiplex Marathahalli,93,13,21t,POINT (77.69956 12.95154)
Multiplex Marathahalli,113,14,2mk,POINT (77.70002 12.95227)
Muncipal Office Vijayapura,5,3,1ek,POINT (77.80039 13.296)
Muncipal Office Vijayapura,3,1,qy,POINT (77.80025 13.29605)
Muneshwara Block,2,1,108,POINT (77.54873 12.94229)
Muneshwara Block,5,2,3lx,POINT (77.54857 12.94233)
Muneshwara Devasthana,151,26,2l9,POINT (77.60651 12.93638)
Muneshwara Devasthana,239,51,2rk,POINT (77.6066 12.93646)
Muneshwara Layout,33,4,2fd,POINT (77.49445 12.9513)
Muneshwara Layout,5,2,2y2,POINT (77.49417 12.95129)
Muneshwara Nagara,1,1,1me,POINT (77.67118 13.01785)
Muneshwara Nagara,2,1,2kx,POINT (77.67123 13.01793)
Muneshwara Temple,4,2,1bb,POINT (77.57206 12.83574)
Muneshwara Temple,4,3,1mn,POINT (77.40038 12.93376)
Muneshwara Temple,1,1,1t8,POINT (77.75701 12.7245)
Muneshwara Temple,2,1,1yv,POINT (77.57221 12.83576)
Muneshwara Temple,1,1,3ui,POINT (77.50259 12.98343)
Muneshwara Temple,1,1,468,POINT (77.50257 12.98316)
Muneshwara Temple,1,1,ar,POINT (77.75693 12.72467)
Muneshwara Temple,3,2,o0,POINT (77.40046 12.93388)
Muni Nagara,4,1,39p,POINT (77.53654 12.74811)
Muni Nagara,2,1,3h7,POINT (77.53652 12.748)
Munireddy Palya J C Nagara,60,23,20b,POINT (77.59359 13.00413)
Munireddy Palya J C Nagara,50,17,2cx,POINT (77.59276 13.00676)
Munish Singh Hospital,51,11,31e,POINT (77.75122 12.97738)
Munish Singh Hospital,108,14,hg,POINT (77.75104 12.97703)
Munnekolalu,4,3,1g4,POINT (77.70802 12.94854)
Munnekolalu Cross (Spice Garden),230,34,1fd,POINT (77.70953 12.95636)
Munnekolalu Cross (Spice Garden),190,22,23s,POINT (77.70878 12.95634)
Munnekolalu Junction,1,1,2h1,POINT (77.7049 12.9565)
Munnekolalu Junction,3,2,jt,POINT (77.7049 12.95646)
Muppadaghatta,1,1,l0,POINT (77.44787 13.24302)
Murugeshpalya,149,30,79,POINT (77.65618 12.95936)
Murugeshpalya,123,16,em,POINT (77.65611 12.95927)
Museum,41,11,3m3,POINT (77.59585 12.97397)
Museum,33,7,3qa,POINT (77.59569 12.97409)
Muslim Colony,43,10,10x,POINT (77.61541 13.01085)
Muslim Colony,43,12,se,POINT (77.61505 13.01045)
Muthkur,2,1,2to,POINT (77.50821 13.15547)
Muthkur,11,4,3br,POINT (77.50816 13.15548)
Muthkur,2,1,oh,POINT (77.80727 12.95501)
Muthkur Cross Shivakote,4,2,1vb,POINT (77.50222 13.14303)
Muthkur Cross Shivakote,3,1,3hu,POINT (77.50221 13.14299)
Muthkur Cross Shivakote,3,2,o6,POINT (77.50225 13.143)
Muthsandra,11,4,1hd,POINT (77.78636 12.93784)
Muthsandra,3,1,3rn,POINT (77.78534 12.93813)
Muthugadahalli,2,1,265,POINT (77.4803 12.72525)
Muthugadahalli,1,1,3oj,POINT (77.52595 13.14063)
Muthugadahalli,2,2,3s1,POINT (77.67306 13.18243)
Muthugadahalli,6,3,3vo,POINT (77.52596 13.14071)
Muthugadahalli Hostel,5,2,40,POINT (77.53432 13.14906)
Muthugadahalli Hostel,2,2,66,POINT (77.53435 13.14901)
Muthukadahalli,4,3,37i,POINT (77.67303 13.1825)
Muthurayanapura,2,2,31z,POINT (77.40059 12.8596)
Muthurayanapura,5,2,39n,POINT (77.40051 12.85957)
Muthyalamadu Cross,4,1,3t,POINT (77.69052 12.72005)
Muthyalanagara,46,6,21z,POINT (77.55325 13.04374)
Muthyalanagara,45,10,3a1,POINT (77.55315 13.04362)
Muttanalluru Cross,58,15,1cv,POINT (77.73839 12.88744)
Muttanalluru Cross,11,5,31c,POINT (77.73836 12.88733)
Muttanalluru Cross,4,1,41u,POINT (77.73836 12.8872)
Muttanalluru Gate,4,1,db,POINT (77.72749 12.84288)
Muttarayanapura,2,1,pt,POINT (77.51479 12.72386)
Muttarayanapura Cross,5,2,2ey,POINT (77.51392 12.72577)
Mutturayanaswamy Temple,1,1,1t0,POINT (77.58492 12.76847)
Mutturayanaswamy Temple,24,2,a9,POINT (77.44264 12.99168)
Mutturayanaswamy Temple,19,2,jc,POINT (77.44268 12.99177)
Mutturu,1,1,11q,POINT (77.55178 13.28662)
Mutturu,3,2,1wq,POINT (77.55166 13.28671)
Mylanahalli,5,4,1r5,POINT (77.69597 13.18411)
Mylanahalli,3,3,3vp,POINT (77.69703 13.1855)
Mylanahalli,2,2,bn,POINT (77.69695 13.1855)
Mylanahalli Bare,10,5,4a7,POINT (77.39837 13.12716)
Mylanahalli Bare,3,3,v1,POINT (77.39841 13.1271)
Mylanahalli Gate,10,5,23o,POINT (77.40361 13.13262)
Mylanahalli Gate,3,3,3ic,POINT (77.40361 13.13258)
Mylappanahalli,5,1,1pk,POINT (77.53506 13.13653)
Mylappanahalli,1,1,38n,POINT (77.53489 13.13694)
Mylapura Gate,3,2,iy,POINT (77.87341 13.10712)
Mylasandra,5,2,40v,POINT (77.62071 12.85403)
Mylasandra Cross,38,10,2g4,POINT (77.49039 12.91751)
Mylasandra Cross,9,2,2l8,POINT (77.61332 12.84352)
Mylasandra Cross,64,15,3rx,POINT (77.49064 12.91749)
Mylasandra Cross,2,2,xy,POINT (77.61347 12.84347)
Mylasandra Road Junction,16,6,1eb,POINT (77.61866 12.84227)
Mysore Bank,512,128,3bs,POINT (77.58199 12.97253)
Mysore Circle,1,1,3he,POINT (77.55962 12.96111)
Mysore Lamp,41,2,1be,POINT (77.5595 13.01558)
Mysore Lamp,40,2,1gv,POINT (77.55939 13.01546)
Mysore Road Bus Station,173,30,pn,POINT (77.54374 12.95357)
Mysore Road Metro Station,97,19,3yi,POINT (77.52972 12.94633)
Mysore Road Metro Station,164,25,ya,POINT (77.53046 12.94636)
Mysore Road TollGate,101,21,1m7,POINT (77.55178 12.95738)
Mysore Road TollGate,170,29,2lg,POINT (77.55319 12.95768)
N Hosahalli,1,1,3qf,POINT (77.92879 13.18467)
NAL Manipal Hospital,123,16,3e5,POINT (77.64991 12.95961)
NAL/Manipal Hospital,149,30,3et,POINT (77.65076 12.95964)
NES Office,71,31,2vo,POINT (77.59166 13.09766)
NES Office,70,26,o3,POINT (77.59167 13.09784)
NGEF,128,58,1km,POINT (77.64987 12.98787)
NGEF,81,26,21y,POINT (77.64986 12.98771)
NGEF Layout Nagarabhavi,19,4,12m,POINT (77.50983 12.96097)
NGEF Layout Nagarabhavi,16,7,1qm,POINT (77.50972 12.96104)
NGV Koramangala,1,1,23z,POINT (77.62336 12.94479)
NICE Office,1,1,28u,POINT (77.49311 12.88089)
NICE Road,100,34,uy,POINT (77.52685 12.85694)
NICE Road 11th Stone,1,1,2dl,POINT (77.51118 12.86431)
NICE Road 12th Stone,1,1,hp,POINT (77.52208 12.85989)
NICE Road 13th Stone,1,1,1p6,POINT (77.55834 12.84933)
NICE Road 14th Stone,1,1,1w4,POINT (77.57191 12.84843)
NICE Road 15th Stone,1,1,3ee,POINT (77.61009 12.85483)
NICE Road 16th Stone,1,1,xe,POINT (77.62551 12.864)
NICE Road 17th Stone,1,1,3e,POINT (77.64375 12.8646)
NICE Road 9th Stone,1,1,1fg,POINT (77.48528 12.88753)
NICE Road Bannerughatta Road Junction,1,1,3jm,POINT (77.58985 12.85002)
NICE Road Kanakapura Road Junction,46,16,2h2,POINT (77.52659 12.85691)
NICE Road Kanakapura Road Junction,1,1,yy,POINT (77.52614 12.85828)
NICE Road Kengeri Road Junction,21,10,11c,POINT (77.46944 12.90277)
NICE Road Kengeri Road Junction,46,15,1ct,POINT (77.46926 12.90224)
NIFT College,4,1,1bw,POINT (77.65192 12.91191)
NIFT College,5,2,38w,POINT (77.65178 12.91198)
NR Colony,10,5,15q,POINT (77.5689 12.93789)
NR Colony,18,5,2e4,POINT (77.56908 12.93788)
NTTF Peenya,78,12,41k,POINT (77.51092 13.02443)
NTTF Peenya,84,14,cf,POINT (77.51135 13.02514)
Naduvatti,4,3,2sm,POINT (77.79651 13.00614)
Nagadasanahalli,2,1,463,POINT (77.57783 13.15987)
Nagadevanahalli,28,7,16w,POINT (77.49235 12.93597)
Nagadevanahalli,22,3,3z0,POINT (77.49238 12.93567)
Nagaland Circle,18,4,33g,POINT (77.55714 13.05567)
Nagaland Circle,11,4,3d4,POINT (77.5572 13.0557)
Nagamangala,3,1,2p8,POINT (77.61929 13.21665)
Nagamangala,2,1,41s,POINT (77.61927 13.21665)
Naganayakanahalli,3,2,30v,POINT (77.79073 13.22612)
Naganayakanahalli,4,2,317,POINT (77.47749 12.79247)
Naganayakanahalli,2,1,4ap,POINT (77.6939 12.76982)
Naganayakanakote Cross,2,1,3zq,POINT (77.79988 12.96515)
Nagarabhavi Circle,12,4,1z9,POINT (77.51982 12.9601)
Nagarabhavi Circle,22,6,22p,POINT (77.51904 12.95843)
Nagarabhavi Circle,13,3,41i,POINT (77.51681 12.95894)
Nagarabhavi Circle,6,5,92,POINT (77.51985 12.95967)
Nagarabhavi Circle,14,4,s0,POINT (77.51686 12.95907)
Nagarabhavi Vishweshwaraiah Sports Club,9,3,1ig,POINT (77.49957 12.96913)
Nagarabhavi Vishweshwaraiah Sports Club,11,2,2vu,POINT (77.49947 12.96909)
Nagaraesh Nagenahalli Dinne,5,1,3nu,POINT (77.64674 13.07727)
Nagaraholenagara Cross,12,8,13z,POINT (77.49682 12.99736)
Nagaresh Nagenahalli,5,1,3ot,POINT (77.64259 13.07029)
Nagaruru Cross,2,1,2fv,POINT (77.44532 13.09212)
Nagaruru Cross,10,6,47t,POINT (77.44534 13.09215)
Nagasandra Circle,1,1,1ni,POINT (77.57191 12.93691)
Nagasandra Circle,1,1,2gt,POINT (77.57195 12.93698)
Nagasandra Cross,86,4,2yq,POINT (77.50451 13.03849)
Nagasandra Metro Staiton,7,2,bb,POINT (77.49961 13.04817)
Nagasandra Metro Station,34,17,421,POINT (77.49947 13.04779)
Nagashettyhalli,8,3,26r,POINT (77.57268 13.04168)
Nagashettyhalli,8,2,r6,POINT (77.57273 13.04175)
Nagavara,43,12,40g,POINT (77.6234 13.03795)
Nagavara,43,10,f8,POINT (77.62352 13.03825)
Nagavara Junction Petrol Bunk,42,14,385,POINT (77.6248 13.04192)
Nagavara Junction Petrol Bunk,41,11,5l,POINT (77.62498 13.04189)
Nagawara Junction,34,9,11j,POINT (77.62445 13.04042)
Nagawara Junction,34,11,1ai,POINT (77.62419 13.03997)
Nagawara Junction,8,3,1ua,POINT (77.62435 13.04054)
Nagawara Junction,72,12,1ze,POINT (77.62454 13.0402)
Nagawara Junction,79,16,296,POINT (77.62408 13.04046)
Nagenahalli,1,1,2u5,POINT (77.76141 13.17291)
Nagenahalli,18,10,3e9,POINT (77.65329 13.08136)
Nagenahalli,12,9,3xn,POINT (77.6534 13.08138)
Nagenahalli,2,1,45,POINT (77.76134 13.17288)
Nagenahalli,2,1,p9,POINT (77.57473 13.13116)
Nagenahalli Gate,8,4,25t,POINT (77.57144 13.13007)
Nagenahalli Gate,15,9,sn,POINT (77.57141 13.12991)
Nagendra Block,2,1,20p,POINT (77.55322 12.9419)
Nagendra Block,5,2,2ex,POINT (77.55304 12.94192)
Nagondanahalli,10,2,2oz,POINT (77.77134 12.97524)
Nagondanahalli,13,2,xl,POINT (77.77131 12.97526)
Nalku Kamba,1,1,35,POINT (77.452 12.85214)
Nallakkana Doddy Cross,2,1,zo,POINT (77.52601 12.79807)
NallakkanaDoddy,4,1,29j,POINT (77.53085 12.80949)
NallakkanaDoddy Cross,5,2,2q3,POINT (77.526 12.79809)
Nallapanahalli Gate,1,1,1az,POINT (77.78127 13.20669)
Nallapanahalli Gate,2,1,zg,POINT (77.78116 13.20659)
Nallur,3,2,2zj,POINT (77.76044 13.18698)
Nallur,1,1,3hs,POINT (77.76038 13.18669)
Nallur Cross,2,1,10h,POINT (77.7597 13.18515)
Nallur Cross,1,1,b5,POINT (77.75974 13.18514)
Nallur Cross,3,2,sl,POINT (77.77149 13.20214)
Nallurahalli,4,2,2k7,POINT (77.73563 12.96926)
Nammura Sarkari School,5,1,3df,POINT (77.53404 13.13415)
Nammura Sarkari School,1,1,9e,POINT (77.5341 13.13415)
Nanda Gokula Nagara,1,1,1h6,POINT (77.31797 13.061)
